DateRange,Class,NetSales,Transaction Category,Account Number,Account Name,Debit,Credit,Memo,IsBalanced,Export Status
06/29/2026 - 07/14/2026,2006,56935.16,Royalty Fee,651000,Royalties,3700.79,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,2006,56935.16,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3700.79,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2006,56935.16,National Media Fee,560000,Advertising-National,2277.41,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,2006,56935.16,National Media Bank Entry,217000,Accrued Royalties,0.00,2277.41,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,2006,56935.16,Corporate Advertising Fee,560001,Advertising-Production Fund,569.35,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,2006,56935.16,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,569.35,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2016,67333.18,Royalty Fee,651000,Royalties,4376.66,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,2016,67333.18,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4376.66,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2016,67333.18,National Media Fee,560000,Advertising-National,2693.33,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,2016,67333.18,National Media Bank Entry,217000,Accrued Royalties,0.00,2693.33,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,2016,67333.18,Corporate Advertising Fee,560001,Advertising-Production Fund,673.33,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,2016,67333.18,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,673.33,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2017,59662.16,Royalty Fee,651000,Royalties,3878.04,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,2017,59662.16,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3878.04,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2017,59662.16,National Media Fee,560000,Advertising-National,2386.49,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,2017,59662.16,National Media Bank Entry,217000,Accrued Royalties,0.00,2386.49,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,2017,59662.16,Corporate Advertising Fee,560001,Advertising-Production Fund,596.62,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,2017,59662.16,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,596.62,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2020,66210.80,Royalty Fee,651000,Royalties,4303.70,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,2020,66210.80,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4303.70,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2020,66210.80,National Media Fee,560000,Advertising-National,2648.43,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,2020,66210.80,National Media Bank Entry,217000,Accrued Royalties,0.00,2648.43,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,2020,66210.80,Corporate Advertising Fee,560001,Advertising-Production Fund,662.11,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,2020,66210.80,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,662.11,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2023,68598.19,Royalty Fee,651000,Royalties,4458.88,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,2023,68598.19,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4458.88,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2023,68598.19,National Media Fee,560000,Advertising-National,2743.93,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,2023,68598.19,National Media Bank Entry,217000,Accrued Royalties,0.00,2743.93,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,2023,68598.19,Corporate Advertising Fee,560001,Advertising-Production Fund,685.98,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,2023,68598.19,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,685.98,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2024,55392.41,Royalty Fee,651000,Royalties,3600.51,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,2024,55392.41,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3600.51,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2024,55392.41,National Media Fee,560000,Advertising-National,2215.70,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,2024,55392.41,National Media Bank Entry,217000,Accrued Royalties,0.00,2215.70,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,2024,55392.41,Corporate Advertising Fee,560001,Advertising-Production Fund,553.92,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,2024,55392.41,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,553.92,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2047,63894.99,Royalty Fee,651000,Royalties,4153.17,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,2047,63894.99,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4153.17,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,2047,63894.99,National Media Fee,560000,Advertising-National,2555.80,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,2047,63894.99,National Media Bank Entry,217000,Accrued Royalties,0.00,2555.80,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,2047,63894.99,Corporate Advertising Fee,560001,Advertising-Production Fund,638.95,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,2047,63894.99,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,638.95,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4003,67994.15,Royalty Fee,651000,Royalties,4419.62,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4003,67994.15,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4419.62,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4003,67994.15,National Media Fee,560000,Advertising-National,2719.77,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4003,67994.15,National Media Bank Entry,217000,Accrued Royalties,0.00,2719.77,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4003,67994.15,Corporate Advertising Fee,560001,Advertising-Production Fund,679.94,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4003,67994.15,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,679.94,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4004,62694.02,Royalty Fee,651000,Royalties,4075.11,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4004,62694.02,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4075.11,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4004,62694.02,National Media Fee,560000,Advertising-National,2507.76,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4004,62694.02,National Media Bank Entry,217000,Accrued Royalties,0.00,2507.76,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4004,62694.02,Corporate Advertising Fee,560001,Advertising-Production Fund,626.94,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4004,62694.02,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,626.94,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4005,74482.88,Royalty Fee,651000,Royalties,4841.39,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4005,74482.88,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4841.39,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4005,74482.88,National Media Fee,560000,Advertising-National,2979.32,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4005,74482.88,National Media Bank Entry,217000,Accrued Royalties,0.00,2979.32,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4005,74482.88,Corporate Advertising Fee,560001,Advertising-Production Fund,744.83,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4005,74482.88,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,744.83,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4008,52461.53,Royalty Fee,651000,Royalties,3410.00,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4008,52461.53,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3410.00,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4008,52461.53,National Media Fee,560000,Advertising-National,2098.46,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4008,52461.53,National Media Bank Entry,217000,Accrued Royalties,0.00,2098.46,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4008,52461.53,Corporate Advertising Fee,560001,Advertising-Production Fund,524.62,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4008,52461.53,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,524.62,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4009,44792.85,Royalty Fee,651000,Royalties,2911.54,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4009,44792.85,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,2911.54,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4009,44792.85,National Media Fee,560000,Advertising-National,1791.71,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4009,44792.85,National Media Bank Entry,217000,Accrued Royalties,0.00,1791.71,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4009,44792.85,Corporate Advertising Fee,560001,Advertising-Production Fund,447.93,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4009,44792.85,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,447.93,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4010,48442.69,Royalty Fee,651000,Royalties,3148.77,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4010,48442.69,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3148.77,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4010,48442.69,National Media Fee,560000,Advertising-National,1937.71,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4010,48442.69,National Media Bank Entry,217000,Accrued Royalties,0.00,1937.71,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4010,48442.69,Corporate Advertising Fee,560001,Advertising-Production Fund,484.43,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4010,48442.69,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,484.43,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4015,63687.14,Royalty Fee,651000,Royalties,4139.66,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4015,63687.14,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4139.66,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4015,63687.14,National Media Fee,560000,Advertising-National,2547.49,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4015,63687.14,National Media Bank Entry,217000,Accrued Royalties,0.00,2547.49,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4015,63687.14,Corporate Advertising Fee,560001,Advertising-Production Fund,636.87,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4015,63687.14,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,636.87,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4021,56124.11,Royalty Fee,651000,Royalties,3648.07,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4021,56124.11,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3648.07,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4021,56124.11,National Media Fee,560000,Advertising-National,2244.96,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4021,56124.11,National Media Bank Entry,217000,Accrued Royalties,0.00,2244.96,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4021,56124.11,Corporate Advertising Fee,560001,Advertising-Production Fund,561.24,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4021,56124.11,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,561.24,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4025,50381.55,Royalty Fee,651000,Royalties,3274.80,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4025,50381.55,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3274.80,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4025,50381.55,National Media Fee,560000,Advertising-National,2015.26,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4025,50381.55,National Media Bank Entry,217000,Accrued Royalties,0.00,2015.26,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4025,50381.55,Corporate Advertising Fee,560001,Advertising-Production Fund,503.82,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4025,50381.55,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,503.82,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4027,68764.78,Royalty Fee,651000,Royalties,4469.71,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4027,68764.78,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4469.71,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4027,68764.78,National Media Fee,560000,Advertising-National,2750.59,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4027,68764.78,National Media Bank Entry,217000,Accrued Royalties,0.00,2750.59,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4027,68764.78,Corporate Advertising Fee,560001,Advertising-Production Fund,687.65,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4027,68764.78,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,687.65,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4034,60490.86,Royalty Fee,651000,Royalties,3931.91,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4034,60490.86,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3931.91,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4034,60490.86,National Media Fee,560000,Advertising-National,2419.63,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4034,60490.86,National Media Bank Entry,217000,Accrued Royalties,0.00,2419.63,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4034,60490.86,Corporate Advertising Fee,560001,Advertising-Production Fund,604.91,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4034,60490.86,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,604.91,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4036,76595.94,Royalty Fee,651000,Royalties,4978.74,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4036,76595.94,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4978.74,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4036,76595.94,National Media Fee,560000,Advertising-National,3063.84,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4036,76595.94,National Media Bank Entry,217000,Accrued Royalties,0.00,3063.84,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4036,76595.94,Corporate Advertising Fee,560001,Advertising-Production Fund,765.96,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4036,76595.94,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,765.96,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4042,86897.84,Royalty Fee,651000,Royalties,5648.36,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4042,86897.84,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5648.36,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4042,86897.84,National Media Fee,560000,Advertising-National,3475.91,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4042,86897.84,National Media Bank Entry,217000,Accrued Royalties,0.00,3475.91,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4042,86897.84,Corporate Advertising Fee,560001,Advertising-Production Fund,868.98,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4042,86897.84,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,868.98,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4052,79091.95,Royalty Fee,651000,Royalties,5140.98,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4052,79091.95,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,5140.98,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4052,79091.95,National Media Fee,560000,Advertising-National,3163.68,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4052,79091.95,National Media Bank Entry,217000,Accrued Royalties,0.00,3163.68,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4052,79091.95,Corporate Advertising Fee,560001,Advertising-Production Fund,790.92,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4052,79091.95,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,790.92,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4061,58928.36,Royalty Fee,651000,Royalties,3830.34,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4061,58928.36,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3830.34,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4061,58928.36,National Media Fee,560000,Advertising-National,2357.13,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4061,58928.36,National Media Bank Entry,217000,Accrued Royalties,0.00,2357.13,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4061,58928.36,Corporate Advertising Fee,560001,Advertising-Production Fund,589.28,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4061,58928.36,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,589.28,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4074,45044.54,Royalty Fee,651000,Royalties,2927.90,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,4074,45044.54,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,2927.90,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,4074,45044.54,National Media Fee,560000,Advertising-National,1801.78,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,4074,45044.54,National Media Bank Entry,217000,Accrued Royalties,0.00,1801.78,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,4074,45044.54,Corporate Advertising Fee,560001,Advertising-Production Fund,450.45,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,4074,45044.54,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,450.45,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5042,70899.00,Royalty Fee,651000,Royalties,4608.44,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,5042,70899.00,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,4608.44,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5042,70899.00,National Media Fee,560000,Advertising-National,2835.96,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,5042,70899.00,National Media Bank Entry,217000,Accrued Royalties,0.00,2835.96,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,5042,70899.00,Corporate Advertising Fee,560001,Advertising-Production Fund,708.99,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,5042,70899.00,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,708.99,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5043,98228.91,Royalty Fee,651000,Royalties,6384.88,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,5043,98228.91,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,6384.88,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5043,98228.91,National Media Fee,560000,Advertising-National,3929.16,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,5043,98228.91,National Media Bank Entry,217000,Accrued Royalties,0.00,3929.16,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,5043,98228.91,Corporate Advertising Fee,560001,Advertising-Production Fund,982.29,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,5043,98228.91,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,982.29,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5049,50838.53,Royalty Fee,651000,Royalties,3304.50,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,5049,50838.53,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3304.50,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5049,50838.53,National Media Fee,560000,Advertising-National,2033.54,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,5049,50838.53,National Media Bank Entry,217000,Accrued Royalties,0.00,2033.54,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,5049,50838.53,Corporate Advertising Fee,560001,Advertising-Production Fund,508.39,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,5049,50838.53,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,508.39,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5051,58230.92,Royalty Fee,651000,Royalties,3785.01,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,5051,58230.92,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3785.01,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5051,58230.92,National Media Fee,560000,Advertising-National,2329.24,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,5051,58230.92,National Media Bank Entry,217000,Accrued Royalties,0.00,2329.24,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,5051,58230.92,Corporate Advertising Fee,560001,Advertising-Production Fund,582.31,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,5051,58230.92,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,582.31,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5057,60467.13,Royalty Fee,651000,Royalties,3930.36,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,5057,60467.13,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3930.36,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5057,60467.13,National Media Fee,560000,Advertising-National,2418.69,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,5057,60467.13,National Media Bank Entry,217000,Accrued Royalties,0.00,2418.69,TQSR - National Media Bank Entry,0,
06/29/2026 - 07/14/2026,5057,60467.13,Corporate Advertising Fee,560001,Advertising-Production Fund,604.67,0.00,TQSR - Corporate Advertising Fee,0,
06/29/2026 - 07/14/2026,5057,60467.13,Corp Advertising Bank Acct Entry,217000,Accrued Royalties,0.00,604.67,TQSR - Corp Advertising Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5059,54701.18,Royalty Fee,651000,Royalties,3555.58,0.00,TQSR - Royalty Fee,0,
06/29/2026 - 07/14/2026,5059,54701.18,Royalties Bank Acct Entry,217000,Accrued Royalties,0.00,3555.58,TQSR - Royalties Bank Acct Entry,0,
06/29/2026 - 07/14/2026,5059,54701.18,National Media Fee,560000,Advertising-National,2188.05,0.00,TQSR - National Media Fee,0,
06/29/2026 - 07/14/2026,5059,54701.18,National Media Bank Entry,217000,Accrued Royalties,0.00,2188.05,TQSR - National Media Bank Entry,0,
